sitear	neighbourhood	organisat	governorateor	districtor	photo	environment	governorate	district	phone	householdnum	household	men	women	boys	girls	individual	water_access	water_quality	electric	openelement	damage	hazards	mines	fighting	geo	Improvised_Shelter	Tent	Individual_mud_building	Individual_mix_building	Individual_concrete_building	Shop	Apartment_block	Under_construction	opensite	abandonned	unfinished	class	accom	cluster	scoreclass	longitude	latitude
»‰«¡ €Ì— „ﬂ „· ›Ì ‰“«—ﬂÌ	‰“«—ﬂÌ	unhcr	Dahuk	Dahuk	1413199753263.jpg	city_suburb	Dahuk	Dahuk	7508412708	5-Apr	6	7	12	5	5	29	1.Major	1.Major	2.Moderate	4.None	4.None	4.None	4.None	4.None	"36.8396012045233,43.0486136991924"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	43.0486137	36.8396012
»‰«Ì… Ê·Ìœ	“«‰ﬂÊ	frc	Dahuk	Sumel	1413188021449.jpg	city_centre	Dahuk	Sumel	7507074699	e. 8-10	7	7	10	15	20	52	4.None	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8544847703019,42.8657093069911"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	4.Low	42.86570931	36.85448477
»‰«Ì… ⁄·Ì ⁄»«”	“«‰ﬂÊ	frc	Dahuk	Sumel	1413189154570.jpg	city_centre	Dahuk	Sumel	7507490896	d. 6-7	6	10	11	9	8	38	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8529232286281,42.8654033877276"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.86540339	36.85292323
ÂÌﬂ· ÌÊ”›	‘ÂÌœ«‰	frc	Dahuk	Sumel	1413189960353.jpg	city_centre	Dahuk	Sumel	7503385666	e. 8-10	7	16	17	12	11	56	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8477308351813,42.8594467041491"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	4.Low	42.8594467	36.84773084
»‰«Ì… Ã·«·	“«‰ﬂÊ	frc	Dahuk	Sumel	1413191219262.jpg	city_centre	Dahuk	Sumel	7501831216	d. 6-7	5	7	8	3	7	25	4.None	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8485450545073,42.8584299906948"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.85842999	36.84854505
»‰«Ì… „Õ„œ  Ì «‰	ﬂÊÃ—	frc	Dahuk	Sumel	1413199204643.jpg	city_centre	Dahuk	Sumel	7503011969	d. 6-7	7	8	7	13	16	44	3.Minor	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8555842001708,42.8478752769774"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.84787528	36.8555842
ﬁ«⁄Â „—Õ»«	«·”œÂ	iom	Erbil	Erbil	1413191744694.jpg	city_suburb	Erbil	Erbil	7701694805	5-Apr	60	49	61	48	39	197	2.Moderate	3.Minor	3.Minor	4.None	4.None	4.None	4.None	4.None	"36.2337588047513,44.0020710036621"	0	0	0	0	0	1	0	0	No	Yes	No	c. 100-249	 Shop 	Cluster 2	4.Low	44.002071	36.2337588
»‰«Ì… ”ﬂ›«‰	‘ÂÌœ«‰	frc	Dahuk	Sumel	1413201197677.jpg	city_centre	Dahuk	Sumel	7503275216	d. 6-7	8	13	9	10	17	49	4.None	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8483496406533,42.8494911346854"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.84949113	36.84834964
«·‰œ	„·⁄» œÂÊﬂ	iom	Dahuk	Dahuk	1413190319384.jpg	city_centre	Dahuk	Dahuk	7501084837	d. 6-7	7	8	9	10	9	36	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.8494265210279,42.9907982760684"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	5.None	42.99079828	36.84942652
‘‰œÊŒ«	ÕÌ «·⁄”ﬂ—Ì	iom	Dahuk	Dahuk	1413192822967.jpg	city_centre	Dahuk	Dahuk	7503115953	d. 6-7	11	10	15	23	11	59	3.Minor	2.Moderate	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"36.8467227774503,42.9756498840588"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.97564988	36.84672278
ÕÌ «·⁄”ﬂ—Ì	‘‰œÊŒ«	iom	Dahuk	Dahuk	1413194507840.jpg	city_centre	Dahuk	Dahuk	7504728333	d. 6-7	5	6	5	9	9	29	3.Minor	2.Moderate	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.8446150418209,42.986376363118"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.98637636	36.84461504
ÕÌ «·⁄”ﬂ—Ì	ÕÌ «·‘—ÿ…	iom	Dahuk	Dahuk	1413197034405.jpg	city_centre	Dahuk	Dahuk	7507250398	e. 8-10	10	12	15	21	24	72	2.Moderate	2.Moderate	3.Minor	2.Moderate	3.Minor	3.Minor	4.None	4.None	"36.8432495772862,43.0052472209222"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	43.00524722	36.84324958
‘«ŒﬂÌ	ﬂÌ«—Ê	reach	Dahuk	Dahuk	1413189108589.jpg	city_centre	Dahuk	Dahuk	7507148863	e. 8-10	5	10	6	9	15	40	3.Minor	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.8782911830968,42.9778163888704"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 1	4.Low	42.97781639	36.87829118
‘‰œÊŒÂ «·‘„«·ÌÂ	ﬂ—Ì»«”Ì	reach	Dahuk	Dahuk	1413203693712.jpg	city_centre	Dahuk	Dahuk	7503226221	d. 6-7	35	70	45	40	35	190	4.None	3.Minor	4.None	1.Major	4.None	4.None	4.None	4.None	"36.8568341398317,42.9707845567037"	0	0	0	0	0	1	0	0	No	Yes	No	c. 100-249	 Shop 	Cluster 1	3.Medium	42.97078456	36.85683414
Kevla	Zirka	reach	Dahuk	Dahuk	1413183976638.jpg	city_centre	Dahuk	Sumel	7507863687	d. 6-7	5	4	6	13	10	33	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8894875097051,42.9207736426111"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	5.None	42.92077364	36.88948751
Kevla	Zirka	reach	Dahuk	Dahuk	1413187323277.jpg	city_centre	Dahuk	Sumel	7507581127	d. 6-7	6	10	8	5	7	30	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.888742981928,42.9221545983637"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	4.Low	42.9221546	36.88874298
ﬂÌ›·«	“—ﬂ«	reach	Dahuk	Dahuk	1413186584564.jpg	city_centre	Dahuk	Sumel	7503346583	d. 6-7	6	7	8	11	13	39	4.None	3.Minor	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8891930374972,42.9199330118938"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 1	4.Low	42.91993301	36.88919304
Marbina Qadisha Church	Tobzawa	iom	Erbil	Koisnjaq	1413294630136.jpg	town	Erbil	Koisnjaq	7703867200	d. 6-7	11	18	15	13	10	56	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.0764688017301,44.5886512449124"	0	0	0	0	0	0	1	0	No	Yes	No	b. 50-99	 Appart	Cluster 1	5.None	44.58865124	36.0764688
„«”Ìﬂ 2	„«· «	reach	Dahuk	Dahuk	1413197538469.jpg	city_centre	Dahuk	Dahuk	7507427489	d. 6-7	8	8	9	14	18	49	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.8771625164396,42.9442605658208"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.94426057	36.87716252
„«”Ìﬂ 2	„«· «	reach	Dahuk	Dahuk	1413198480804.jpg	city_centre	Dahuk	Dahuk	7502149500	e. 8-10	5	7	8	12	15	42	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.876817186518,42.9442216305585"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.94422163	36.87681719
999	Takha ashe chamy	drc	Dahuk	Zakho	1413186294534.jpg	city_centre	Dahuk	Zakho	7701865288	d. 6-7	9	12	13	18	10	53	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1482466720045,42.6754199713469"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	5.None	42.67541997	37.14824667
„—ﬂ“ «·‘»«»	Ashe chamy	drc	Dahuk	Zakho	1413187940698.jpg	city_centre	Dahuk	Zakho	7507031849	d. 6-7	39	40	55	60	65	220	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1462876955047,42.6752501539886"	0	0	0	1	0	0	0	0	No	Yes	No	c. 100-249	 Concrete 	Cluster 1	5.None	42.67525015	37.1462877
‘—ﬂ… „«ﬂ” —Ê„	Ashe chamy	drc	Dahuk	Zakho	1413189445580.jpg	city_centre	Dahuk	Zakho	7507077563	d. 6-7	30	50	55	40	20	165	2.Moderate	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	"37.1478953026235,42.6692073885351"	0	0	0	0	0	1	0	0	No	Yes	No	c. 100-249	 Shop 	Cluster 2	4.Low	42.66920739	37.1478953
 „Œ“‰ Ê„” Êœ⁄ ÌÊ”› «»Ê ÂÌÀ„	Takha bedare	drc	Dahuk	Zakho	1413191956100.jpg	city_centre	Dahuk	Zakho	7503840236	5-Apr	44	70	75	40	30	215	2.Moderate	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	"37.1472575655207,42.6453313697129"	0	0	0	1	0	0	0	0	No	Yes	No	c. 100-249	 Concrete 	Cluster 2	4.Low	42.64533137	37.14725757
Œ…” …Œ«‰…Ì ﬂ‘ Ì ﬂÊ‰	«‘ Ì	iom	Sulaymaniyah	Pshdar	1413291805090.jpg	town	Sulaymaniyah	Pshdar	7507824048	5-Apr	118	154	165	124	116	559	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.1928101809053,45.1322228788344"	0	0	0	0	0	0	1	0	No	Yes	No	e. 500-2000	 Tent Appart	Cluster 1	4.Low	45.13222288	36.19281018
›‰œﬁ ·Ê„«‰« /›‰œﬁ „«·Ì“Ì«	 Ì—«ÊÂ	iom	Erbil	Erbil	1413208682041.jpg	city_centre	Erbil	Erbil	7708855576	d. 6-7	110	109	143	133	174	559	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.1976218165196,44.0098814310513"	0	0	0	0	0	0	0	0	Yes	No	No	e. 500-2000	 Tent Open 	Cluster 2	4.Low	44.00988143	36.19762182
„‰“· Ê„Œ“‰ «—«”	Takha shahidan	drc	Dahuk	Zakho	1413201150206.jpg	city_centre	Dahuk	Zakho	7503046628	e. 8-10	8	17	18	15	10	60	2.Moderate	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	"37.1370544005185,42.6693427562714"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 2	4.Low	42.66934276	37.1370544
 „‰“· ÕÃÌ ‰’—«··Â	Takha salahadeen	drc	Dahuk	Zakho	1413202129351.jpg	city_centre	Dahuk	Zakho	7505493027	5-Apr	5	6	5	7	5	23	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1421283436939,42.670436007902"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.67043601	37.14212834
„” Ê’› ‘ÂÌœ«‰ 	‰“«—ﬂÏ 	unhcr	Dahuk	Dahuk	1413107046917.jpg	city_suburb	Dahuk	Dahuk	7504851735	d. 6-7	100	162	147	160	141	610	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.8459551224531,43.0542262525887"	0	0	0	0	0	0	1	0	No	Yes	No	e. 500-2000	 Appart	Cluster 1	5.None	43.05422625	36.84595512
”Ìœ«Ê…	‰Ì‘ „«‰ 2 („Ã„⁄ ÃÌÂ«‰)	iom	Erbil	Erbil	1413287323030.jpg	city_centre	Erbil	Erbil	7705229052	5-Apr	150	138	168	152	159	617	2.Moderate	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	"36.1868527192414,44.0250616890109"	0	0	0	0	0	0	1	0	No	Yes	No	e. 500-2000	 Appart	Cluster 2	4.Low	44.02506169	36.18685272
999	ﬂ‰Ì”… «·ﬁœÌ” ÌÊ”›	iom	Dahuk	Dahuk	1413192399861.jpg	city_centre	Dahuk	Dahuk	7501898529	d. 6-7	7	8	8	11	8	35	4.None	4.None	4.None	2.Moderate	3.Minor	2.Moderate	4.None	4.None	"36.8467927384148,43.000905939344"	1	0	0	0	1	0	0	0	Yes	Yes	No	a. 0-49	 Improvised 	Cluster 2	4.Low	43.00090594	36.84679274
ÕÌ «·⁄”ﬂ—Ì	„’—› «·«”ﬂ«‰ / œÂÊﬂ	iom	Dahuk	Dahuk	1413192754653.jpg	city_centre	Dahuk	Dahuk	7503380207	e. 8-10	34	79	68	82	60	289	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.846533409397,42.9989022119647"	0	0	0	0	0	0	0	1	No	No	Yes	d. 250-499	Unfinished 	Cluster 1	5.None	42.99890221	36.84653341
 ·ﬂ»—	ﬁ—Ì»… „‰ „”Ã— —Ê‰«ÂÌ	unhcr	Dahuk	Zakho	1413184193368.jpg	town	Dahuk	Zakho	7701648996	e. 8-10	9	19	9	13	28	69	3.Minor	3.Minor	4.None	4.None	2.Moderate	4.None	4.None	4.None	"37.167406362968,42.7239362905158"	0	0	0	1	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete 	Cluster 2	3.Medium	42.72393629	37.16740636
„‰ÿﬁ… ”‰Ê—	Œ·› „⁄Â—  ﬁ‰Ì-Ê«ŒÊ	unhcr	Dahuk	Zakho	1413187943360.jpg	isolated	Dahuk	Zakho	7508386109	d. 6-7	8	8	9	9	20	46	1.Major	1.Major	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"37.1689405272015,42.6999992454745"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	2.High	42.69999925	37.16894053
„Õ·… ”‰Ê—	Œ·› „⁄Â—  ﬁ‰Ì -Ê«ŒÊ	unhcr	Dahuk	Zakho	1413189522469.jpg	isolated	Dahuk	Zakho	7507867915	d. 6-7	7	16	10	11	9	46	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1697079546894,42.7000835079589"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	5.None	42.70008351	37.16970795
„‰ÿﬁ… ”‰Ê—	Œ·› „⁄Âœ  ﬁ‰Ì-“«ŒÊ	unhcr	Dahuk	Zakho	1413190677955.jpg	isolated	Dahuk	Zakho	7507859712	d. 6-7	5	13	8	6	6	33	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1714765759765,42.7012601126626"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	5.None	42.70126011	37.17147658
„‰ÿﬁ… ”‰Ê—	Œ·› „⁄Âœ  ﬁ‰Ì -“«ŒÊ	unhcr	Dahuk	Zakho	1413190981808.jpg	isolated	Dahuk	Zakho	7501500688	d. 6-7	5	9	8	7	8	32	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1717908752454,42.7015177029017"	0	0	0	1	0	0	1	1	No	Yes	Yes	a. 0-49	Unfinished Concrete Appart	Cluster 1	5.None	42.7015177	37.17179088
ÕÌ «·ﬂ—„ 	ﬁ—Ì» „‰ «·„” ‘›Ï	harikar	Dahuk	Amedi	1413270297946.jpg	city_suburb	Dahuk	Amedi	7504177009	3-Jan	5	3	4	3	3	13	1.Major	2.Moderate	1.Major	2.Moderate	4.None	4.None	4.None	4.None	"37.0997830050534,43.3963440071884"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	43.39634401	37.09978301
ÕÌ «·ﬂ—„ 	ﬁ—» «·„” ‘›Ï	harikar	Dahuk	Amedi	1413270692571.jpg	city_suburb	Dahuk	Amedi	7507206436	d. 6-7	5	6	6	7	7	26	1.Major	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"37.0995658152721,43.396350890144"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	43.39635089	37.09956582
 «ŒÏ —Ì“«‰	‰«ÕÌ… ›«Ìœ…	iom	Dahuk	Sumel	1413273037007.jpg	city_suburb	Dahuk	Sumel	7508641331	5-Apr	5	5	6	5	6	22	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.7553320429706,42.9231693157532"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	4.Low	42.92316932	36.75533204
ÕÌ «·ﬂ—„	ﬁ—» «·„” ‘›Ï	harikar	Dahuk	Amedi	1413271023551.jpg	city_suburb	Dahuk	Amedi	7507272669	d. 6-7	5	5	5	8	10	28	1.Major	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	1.Major	4.None	"37.0997541559855,43.3968181704136"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	2.High	43.39681817	37.09975416
„Õ·… ”—Â·œ«‰	Ã«„⁄ «·ﬂ»Ì—	harikar	Dahuk	Amedi	1413272359995.jpg	city_suburb	Dahuk	Amedi	7501667150	5-Apr	7	8	7	11	6	32	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	4.None	"37.0994229756352,43.3853130315686"	0	0	0	0	0	0	1	0	No	Yes	No	a. 0-49	 Appart	Cluster 1	3.Medium	43.38531303	37.09942298
ÕÌ ﬂÊ·«‰	ﬁ—Ì… »Ì‰« Â	harikar	Dahuk	Amedi	1413273198937.jpg	city_suburb	Dahuk	Amedi	7503929001	e. 8-10	5	8	8	9	10	35	3.Minor	2.Moderate	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.0874584862073,43.3770269376758"	0	0	0	0	0	0	1	0	No	Yes	No	a. 0-49	 Appart	Cluster 1	3.Medium	43.37702694	37.08745849
„”»Õ ”—”‰ﬂ	„”»Õ ”—”‰ﬂ	harikar	Dahuk	Amedi	1413271324842.jpg	isolated	Dahuk	Amedi	7507218971	5-Apr	5	4	4	7	2	17	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.0398909598853,43.3474716045867"	0	0	0	0	0	0	1	0	No	Yes	No	a. 0-49	 Appart	Cluster 1	5.None	43.3474716	37.03989096
„”»Õ «Ê·Ê„»Ì	‰«ÕÌ… ”—”Ì‰ﬂ	harikar	Dahuk	Amedi	1413271529940.jpg	isolated	Dahuk	Amedi	7504168629	d. 6-7	14	23	21	26	25	95	2.Moderate	3.Minor	3.Minor	4.None	3.Minor	4.None	4.None	4.None	"37.0398939293721,43.3472819628876"	0	0	1	0	0	0	0	0	No	Yes	No	b. 50-99	 Mix 	Cluster 2	3.Medium	43.34728196	37.03989393
œﬂ«ﬂÌ‰ ”—”‰ﬂ	œ«∆—… «·„Ì«Â	harikar	Dahuk	Amedi	1413273372070.jpg	isolated	Dahuk	Amedi	7508822528	5-Apr	6	10	9	4	3	26	4.None	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.032847209625,43.339595726486"	0	0	0	0	0	0	0	0	Yes	No	No	a. 0-49	 Open 	Cluster 1	4.Low	43.33959573	37.03284721
Ì‰»Ê⁄ «·„Ì«Â	ﬂ·Ì ”—”‰ﬂ.	harikar	Dahuk	Amedi	1413274673931.jpg	isolated	Dahuk	Amedi	7708264144	d. 6-7	12	18	26	14	14	72	4.None	3.Minor	3.Minor	2.Moderate	2.Moderate	4.None	4.None	4.None	"37.0310959523745,43.339427616715"	0	0	0	0	0	0	0	0	Yes	No	No	b. 50-99	 Open 	Cluster 2	4.Low	43.33942762	37.03109595
›‰œﬁ ÕÃ—Ì	„”»Õ «Ê·„»Ì	harikar	Dahuk	Amedi	1413272599952.jpg	isolated	Dahuk	Amedi	7704100216	d. 6-7	70	93	102	94	89	378	1.Major	2.Moderate	3.Minor	2.Moderate	1.Major	3.Minor	4.None	4.None	"37.0349745079472,43.341825041344"	0	0	1	0	0	0	0	0	No	Yes	No	d. 250-499	 Mix 	Cluster 1	2.High	43.34182504	37.03497451
„” ‘›Ï «·⁄”ﬂ—Ì	œ«∆—… «”«Ì‘	harikar	Dahuk	Amedi	1413276410485.jpg	city_suburb	Dahuk	Amedi	7508252798	5-Apr	11	14	12	13	15	54	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"37.0409267918617,43.3440011004712"	0	0	0	0	0	0	1	0	No	Yes	No	b. 50-99	 Appart	Cluster 1	4.Low	43.3440011	37.04092679
ﬂ·Ì ”—”Ì‰ﬂ	œ«∆—… „«¡	harikar	Dahuk	Amedi	1413273651581.jpg	isolated	Dahuk	Amedi	7507735223	d. 6-7	5	4	9	7	9	29	1.Major	3.Minor	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.0319790863451,43.3394162829062"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 2	2.High	43.33941628	37.03197909
œÌ«‰…Ì ﬂÊ‰	”…—ÊÃ«Ê…	iom	Erbil	Soran	1413203722351.jpg	city_suburb	Erbil	Soran	7504250981	5-Apr	38	56	52	33	31	172	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.6648320423366,44.5480909146771"	0	0	0	1	0	0	0	0	No	Yes	No	c. 100-249	 Concrete 	Cluster 1	5.None	44.54809091	36.66483204
‘ÂÌœ«‰	„Õ· ›—«‘Ì‰	iom	Dahuk	Sumel	1413272377946.jpg	city_centre	Dahuk	Sumel	7507870216	d. 6-7	6	7	11	10	10	38	2.Moderate	2.Moderate	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	"36.8503959088099,42.8576299433285"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	42.85762994	36.85039591
«ﬁ”«„ «·›‰Ê‰ «·’‰«⁄Ì…	œ«∆—… «ÿ›«¡	harikar	Dahuk	Amedi	1413278772894.jpg	city_centre	Dahuk	Amedi	7508959410	e. 8-10	9	15	20	13	15	63	4.None	4.None	4.None	2.Moderate	3.Minor	3.Minor	4.None	4.None	"37.0443991856492,43.34035431067"	0	0	0	0	0	0	1	0	No	Yes	No	b. 50-99	 Appart	Cluster 1	3.Medium	43.34035431	37.04439919
œ«∆—… „«¡	ﬂ·Ì ”—”‰ﬂ	harikar	Dahuk	Amedi	1413275780817.jpg	isolated	Dahuk	Amedi	7701015056	d. 6-7	11	16	18	16	14	64	3.Minor	1.Major	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	"37.0339241746996,43.3385485815195"	0	0	1	0	0	0	0	0	No	Yes	No	b. 50-99	 Mix 	Cluster 2	3.Medium	43.33854858	37.03392417
”Êﬁ ”—”‰ﬂ	„ÿ⁄„ Ã‰«—	harikar	Dahuk	Amedi	1413278108930.jpg	city_centre	Dahuk	Amedi	7703371274	d. 6-7	10	13	14	17	20	64	3.Minor	1.Major	3.Minor	1.Major	2.Moderate	4.None	4.None	4.None	"37.0403533118369,43.3404506899354"	0	0	0	0	0	0	1	0	No	Yes	No	b. 50-99	 Appart	Cluster 2	2.High	43.34045069	37.04035331
„—ﬂ“ «·‘—ÿ… «·ﬁœÌ„	ﬁ·⁄…	harikar	Dahuk	Amedi	1413280124810.jpg	isolated	Dahuk	Amedi	7504322958	d. 6-7	20	30	27	25	26	108	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"37.0353335813707,43.3352106980482"	0	0	0	0	0	0	1	0	No	Yes	No	c. 100-249	 Appart	Cluster 1	4.Low	43.3352107	37.03533358
ﬁ«⁄… œ·»—Ì‰ ”⁄Ìœ	Takha bedar	drc	Dahuk	Zakho	1413192669028.jpg	city_centre	Dahuk	Zakho	7507031075	d. 6-7	120	210	220	80	118	628	2.Moderate	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	"37.1439739130437,42.6448375079781"	0	0	0	1	0	0	0	0	No	Yes	No	e. 500-2000	 Concrete 	Cluster 2	4.Low	42.64483751	37.14397391
»·Ì Ã«‰ﬂÌ Ê Â„“ÌﬂÌ	»Ê Ì«	harikar	Dahuk	Amedi	1413276960813.jpg	isolated	Dahuk	Amedi	7504105942	d. 6-7	8	8	8	14	20	50	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0919019065101,43.4372408472327"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	5.None	43.43724085	37.09190191
ﬂÊ—Ì ﬂ«›«‰…	—‘… Ê—Ì	reach	Dahuk	Dahuk	1413443299064.jpg	city_suburb	Dahuk	Dahuk	7504224490	d. 6-7	105	135	140	180	190	645	4.None	3.Minor	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.9360188134694,43.1463522591348"	0	0	0	0	0	0	0	1	No	No	Yes	e. 500-2000	Unfinished 	Cluster 1	4.Low	43.14635226	36.93601881
»Ì —„«	ﬂ‰Ì”… ‘Âœ«¡	iom	Erbil	Shaqlawa	1413282504732.jpg	city_suburb	Erbil	Shaqlawa	7504564823	d. 6-7	8	15	16	4	6	41	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.3930080443991,44.3462343154971"	0	0	0	0	0	0	1	0	No	Yes	No	a. 0-49	 Appart	Cluster 1	5.None	44.34623432	36.39300804
»Ì —„«	ﬁ«⁄… ⁄‘ «—	iom	Erbil	Shaqlawa	1413282817595.jpg	city_suburb	Erbil	Shaqlawa	7504663881	d. 6-7	24	55	55	20	18	148	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.3907185259526,44.3493155545281"	0	0	0	0	0	0	1	0	No	Yes	No	c. 100-249	 Appart	Cluster 1	5.None	44.34931555	36.39071853
»Ì —„«	›‰œﬁ ‘ﬁ·«Ê… «·œÊ·Ì	iom	Erbil	Shaqlawa	1413285732036.jpg	city_suburb	Erbil	Shaqlawa	7504493132	d. 6-7	39	72	84	40	29	225	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.3968005209624,44.3454091873175"	0	0	0	0	0	0	1	0	No	Yes	No	c. 100-249	 Appart	Cluster 1	4.Low	44.34540919	36.39680052
ÕÌ ‘Âœ«¡	„Ìœ«‰	iom	Dahuk	Sumel	1413273210957.jpg	city_centre	Dahuk	Sumel	7507732596	d. 6-7	7	9	10	8	9	36	3.Minor	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	"36.8503866031669,42.8567565220156"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.85675652	36.8503866
